url,address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people),reviews_list,menu_item,listed_in(type),listed_in(city)
http://zomato.com/148,Address 148,Restaurant 148,Yes,Yes,2.5/5,3731,9876543248,Jayanagar,Quick Service Restaurant,"Pasta, Pizza","Desserts, Continental, Fast Food",400,[],[],Cafes,BTM
http://zomato.com/149,Address 149,Restaurant 149,No,Yes,3.8/5,451,9876543249,Jayanagar,Quick Service Restaurant,"Pasta, Pizza","South Indian, Continental, North Indian",600,[],[],Cafes,JP Nagar
http://zomato.com/150,Address 150,Restaurant 150,Yes,Yes,NEW,2475,9876543250,Marathahalli,Casual Dining,"Pasta, Pizza",Chinese,1000,[],[],Dining,Indiranagar
http://zomato.com/151,Address 151,Restaurant 151,Yes,Yes,2.6/5,3222,9876543251,JP Nagar,Buffet,"Pasta, Pizza","Chinese, Fast Food",800,[],[],Cafes,Whitefield
http://zomato.com/152,Address 152,Restaurant 152,Yes,No,NEW,1537,9876543252,HSR,Dessert Parlor,"Pasta, Pizza",Continental,400,[],[],Other,Koramangala 5th Block
http://zomato.com/153,Address 153,Restaurant 153,Yes,No,2.8/5,3093,9876543253,Marathahalli,Quick Service Restaurant,"Pasta, Pizza","Mexican, Desserts, Chinese",2000,[],[],Dining,HSR
http://zomato.com/154,Address 154,Restaurant 154,Yes,No,4.2/5,882,9876543254,Indiranagar,Bakery,"Pasta, Pizza",Desserts,1000,[],[],Dining,Whitefield
http://zomato.com/155,Address 155,Restaurant 155,No,Yes,3.0/5,4408,9876543255,Whitefield,Cafe,"Pasta, Pizza","Mexican, Continental, Fast Food",1000,[],[],Cafes,JP Nagar
http://zomato.com/156,Address 156,Restaurant 156,Yes,No,2.8/5,4068,9876543256,BTM,Delivery,"Pasta, Pizza","Continental, Chinese",1500,[],[],Cafes,HSR
http://zomato.com/157,Address 157,Restaurant 157,No,Yes,4.3/5,4935,9876543257,Indiranagar,Casual Dining,"Pasta, Pizza","South Indian, Italian",1500,[],[],Cafes,Jayanagar
http://zomato.com/158,Address 158,Restaurant 158,Yes,No,NEW,2566,9876543258,Jayanagar,Casual Dining,"Pasta, Pizza","Mexican, Mughlai",2000,[],[],Dining,Marathahalli
http://zomato.com/159,Address 159,Restaurant 159,No,No,2.6/5,3277,9876543259,Whitefield,Delivery,"Pasta, Pizza","Italian, Fast Food",800,[],[],Cafes,Jayanagar
http://zomato.com/160,Address 160,Restaurant 160,Yes,No,4.3/5,374,9876543260,Marathahalli,Dessert Parlor,"Pasta, Pizza","North Indian, Beverages, Mughlai",2000,[],[],Other,Koramangala 5th Block
http://zomato.com/161,Address 161,Restaurant 161,Yes,Yes,4.3/5,4546,9876543261,Indiranagar,Delivery,"Pasta, Pizza","Mexican, Fast Food, Chinese",2000,[],[],Dining,Whitefield
http://zomato.com/162,Address 162,Restaurant 162,No,No,3.3/5,3697,9876543262,Koramangala 5th Block,Quick Service Restaurant,"Pasta, Pizza",Desserts,400,[],[],Cafes,Indiranagar
http://zomato.com/163,Address 163,Restaurant 163,No,No,2.7/5,3062,9876543263,BTM,Delivery,"Pasta, Pizza","Fast Food, Beverages",600,[],[],Other,Whitefield
http://zomato.com/164,Address 164,Restaurant 164,No,Yes,3.9/5,4690,9876543264,JP Nagar,Casual Dining,"Pasta, Pizza",Beverages,2000,[],[],Other,Koramangala 5th Block
http://zomato.com/165,Address 165,Restaurant 165,Yes,No,3.6/5,3250,9876543265,HSR,Delivery,"Pasta, Pizza","Beverages, Mughlai, Fast Food",800,[],[],Cafes,Koramangala 5th Block
http://zomato.com/166,Address 166,Restaurant 166,No,Yes,3.8/5,4595,9876543266,HSR,Cafe,"Pasta, Pizza","North Indian, South Indian, Mughlai",1000,[],[],Other,Marathahalli
http://zomato.com/167,Address 167,Restaurant 167,Yes,No,2.7/5,4559,9876543267,JP Nagar,Bakery,"Pasta, Pizza","Mughlai, Beverages, Fast Food",1000,[],[],Dining,Koramangala 5th Block
http://zomato.com/168,Address 168,Restaurant 168,Yes,Yes,NEW,112,9876543268,Koramangala 5th Block,Quick Service Restaurant,"Pasta, Pizza",Beverages,3000,[],[],Dining,Jayanagar
http://zomato.com/169,Address 169,Restaurant 169,No,Yes,2.9/5,3197,9876543269,Jayanagar,Delivery,"Pasta, Pizza",Fast Food,200,[],[],Other,Marathahalli
http://zomato.com/170,Address 170,Restaurant 170,No,No,3.0/5,2378,9876543270,Whitefield,Casual Dining,"Pasta, Pizza","Mughlai, Mexican",2000,[],[],Dining,Whitefield
http://zomato.com/171,Address 171,Restaurant 171,Yes,Yes,3.3/5,1924,9876543271,JP Nagar,Buffet,"Pasta, Pizza","Desserts, Continental",3000,[],[],Cafes,HSR
http://zomato.com/172,Address 172,Restaurant 172,Yes,Yes,4.5/5,139,9876543272,Koramangala 5th Block,Bakery,"Pasta, Pizza",North Indian,3000,[],[],Other,Whitefield
http://zomato.com/173,Address 173,Restaurant 173,No,Yes,3.7/5,1424,9876543273,Marathahalli,Quick Service Restaurant,"Pasta, Pizza","Chinese, Fast Food",400,[],[],Dining,Indiranagar
http://zomato.com/174,Address 174,Restaurant 174,No,Yes,4.3/5,2949,9876543274,BTM,Casual Dining,"Pasta, Pizza","Italian, South Indian, North Indian",200,[],[],Cafes,Koramangala 5th Block
http://zomato.com/175,Address 175,Restaurant 175,No,Yes,5.0/5,3168,9876543275,HSR,Dessert Parlor,"Pasta, Pizza",Chinese,1500,[],[],Cafes,Koramangala 5th Block
http://zomato.com/176,Address 176,Restaurant 176,Yes,Yes,4.1/5,516,9876543276,BTM,Cafe,"Pasta, Pizza",Mughlai,600,[],[],Dining,JP Nagar
http://zomato.com/177,Address 177,Restaurant 177,Yes,No,4.2/5,2616,9876543277,Koramangala 5th Block,Dessert Parlor,"Pasta, Pizza",Mexican,800,[],[],Other,Marathahalli
http://zomato.com/178,Address 178,Restaurant 178,Yes,Yes,NEW,887,9876543278,BTM,Cafe,"Pasta, Pizza","Italian, South Indian",2000,[],[],Cafes,JP Nagar
http://zomato.com/179,Address 179,Restaurant 179,Yes,Yes,NEW,3104,9876543279,Jayanagar,Delivery,"Pasta, Pizza","Continental, North Indian",1000,[],[],Cafes,Marathahalli
http://zomato.com/180,Address 180,Restaurant 180,Yes,No,3.7/5,49,9876543280,Jayanagar,Quick Service Restaurant,"Pasta, Pizza","South Indian, Mughlai, Desserts",400,[],[],Cafes,Jayanagar
http://zomato.com/181,Address 181,Restaurant 181,Yes,No,4.3/5,3951,9876543281,Indiranagar,Delivery,"Pasta, Pizza","Mexican, Beverages, Italian",1000,[],[],Cafes,Marathahalli
http://zomato.com/182,Address 182,Restaurant 182,No,No,3.6/5,3560,9876543282,JP Nagar,Cafe,"Pasta, Pizza","Continental, Fast Food, Mughlai",2000,[],[],Other,Whitefield
http://zomato.com/183,Address 183,Restaurant 183,Yes,No,3.4/5,18,9876543283,Indiranagar,Cafe,"Pasta, Pizza","Fast Food, Mexican, Chinese",1500,[],[],Dining,Indiranagar
http://zomato.com/184,Address 184,Restaurant 184,Yes,No,2.6/5,4821,9876543284,BTM,Cafe,"Pasta, Pizza",South Indian,200,[],[],Dining,HSR
http://zomato.com/185,Address 185,Restaurant 185,Yes,No,3.9/5,1473,9876543285,HSR,Bakery,"Pasta, Pizza","Desserts, North Indian, Beverages",2000,[],[],Dining,Marathahalli
http://zomato.com/186,Address 186,Restaurant 186,No,No,4.3/5,4061,9876543286,Koramangala 5th Block,Casual Dining,"Pasta, Pizza","Italian, Mughlai, Continental",200,[],[],Cafes,Marathahalli
http://zomato.com/187,Address 187,Restaurant 187,Yes,Yes,4.7/5,2606,9876543287,Whitefield,Quick Service Restaurant,"Pasta, Pizza","Italian, Mughlai",800,[],[],Other,Marathahalli
http://zomato.com/188,Address 188,Restaurant 188,Yes,Yes,3.6/5,451,9876543288,BTM,Delivery,"Pasta, Pizza",Mughlai,400,[],[],Dining,Indiranagar
http://zomato.com/189,Address 189,Restaurant 189,No,No,4.0/5,3765,9876543289,Whitefield,Delivery,"Pasta, Pizza",Mexican,1500,[],[],Other,Koramangala 5th Block
http://zomato.com/190,Address 190,Restaurant 190,Yes,Yes,3.0/5,2438,9876543290,Jayanagar,Dessert Parlor,"Pasta, Pizza","North Indian, Beverages, Continental",400,[],[],Dining,Indiranagar
http://zomato.com/191,Address 191,Restaurant 191,Yes,Yes,4.1/5,4310,9876543291,Whitefield,Cafe,"Pasta, Pizza","Mughlai, Chinese, North Indian",800,[],[],Cafes,BTM
http://zomato.com/192,Address 192,Restaurant 192,Yes,Yes,2.8/5,1549,9876543292,Whitefield,Buffet,"Pasta, Pizza","Chinese, Beverages, Desserts",1500,[],[],Dining,BTM
http://zomato.com/193,Address 193,Restaurant 193,Yes,No,4.8/5,3474,9876543293,HSR,Cafe,"Pasta, Pizza","Mughlai, Mexican, Continental",3000,[],[],Cafes,BTM
http://zomato.com/194,Address 194,Restaurant 194,Yes,No,3.1/5,127,9876543294,Whitefield,Cafe,"Pasta, Pizza",Chinese,1500,[],[],Cafes,Koramangala 5th Block
http://zomato.com/195,Address 195,Restaurant 195,No,Yes,3.0/5,4855,9876543295,BTM,Buffet,"Pasta, Pizza","Beverages, South Indian",200,[],[],Dining,BTM
http://zomato.com/196,Address 196,Restaurant 196,No,No,3.7/5,2761,9876543296,Koramangala 5th Block,Delivery,"Pasta, Pizza","Chinese, Italian, Desserts",200,[],[],Other,HSR
http://zomato.com/197,Address 197,Restaurant 197,No,Yes,4.7/5,4456,9876543297,Whitefield,Dessert Parlor,"Pasta, Pizza","Mughlai, Mexican, Fast Food",200,[],[],Cafes,Whitefield
http://zomato.com/198,Address 198,Restaurant 198,Yes,Yes,3.8/5,4664,9876543298,Marathahalli,Casual Dining,"Pasta, Pizza",Mexican,1000,[],[],Other,Indiranagar
http://zomato.com/199,Address 199,Restaurant 199,Yes,Yes,4.0/5,1415,9876543299,Whitefield,Buffet,"Pasta, Pizza",South Indian,3000,[],[],Dining,Koramangala 5th Block
http://zomato.com/200,Address 200,Restaurant 200,Yes,Yes,3.5/5,201,987654320,Whitefield,Bakery,"Pasta, Pizza","South Indian, Italian",600,[],[],Cafes,Whitefield
http://zomato.com/201,Address 201,Restaurant 201,No,No,3.1/5,2369,987654321,Indiranagar,Quick Service Restaurant,"Pasta, Pizza","North Indian, Beverages",2000,[],[],Other,Whitefield
http://zomato.com/202,Address 202,Restaurant 202,Yes,No,3.3/5,517,987654322,Koramangala 5th Block,Buffet,"Pasta, Pizza",Chinese,200,[],[],Cafes,Koramangala 5th Block
http://zomato.com/203,Address 203,Restaurant 203,Yes,No,2.8/5,1341,987654323,BTM,Casual Dining,"Pasta, Pizza","Mexican, Beverages, South Indian",600,[],[],Dining,BTM
http://zomato.com/204,Address 204,Restaurant 204,No,Yes,3.6/5,4776,987654324,Jayanagar,Delivery,"Pasta, Pizza","Mughlai, Continental, Desserts",600,[],[],Cafes,Koramangala 5th Block
http://zomato.com/205,Address 205,Restaurant 205,Yes,No,2.7/5,1988,987654325,Indiranagar,Bakery,"Pasta, Pizza",Continental,400,[],[],Dining,Jayanagar
http://zomato.com/206,Address 206,Restaurant 206,No,Yes,3.8/5,3545,987654326,BTM,Bakery,"Pasta, Pizza",Italian,800,[],[],Other,Whitefield
http://zomato.com/207,Address 207,Restaurant 207,No,No,4.6/5,4520,987654327,JP Nagar,Bakery,"Pasta, Pizza","Italian, Continental, Beverages",1000,[],[],Cafes,Koramangala 5th Block
http://zomato.com/208,Address 208,Restaurant 208,No,Yes,3.1/5,3802,987654328,Koramangala 5th Block,Cafe,"Pasta, Pizza","Continental, Chinese",600,[],[],Other,Whitefield
http://zomato.com/209,Address 209,Restaurant 209,Yes,Yes,4.3/5,3275,987654329,Marathahalli,Quick Service Restaurant,"Pasta, Pizza",Chinese,2000,[],[],Dining,BTM
http://zomato.com/210,Address 210,Restaurant 210,Yes,Yes,2.9/5,3654,9876543210,Koramangala 5th Block,Delivery,"Pasta, Pizza","Continental, North Indian",1000,[],[],Dining,Indiranagar
http://zomato.com/211,Address 211,Restaurant 211,Yes,No,NEW,2434,9876543211,JP Nagar,Delivery,"Pasta, Pizza",Mexican,400,[],[],Other,HSR
http://zomato.com/212,Address 212,Restaurant 212,Yes,No,4.2/5,4873,9876543212,JP Nagar,Bakery,"Pasta, Pizza",Beverages,200,[],[],Other,JP Nagar
http://zomato.com/213,Address 213,Restaurant 213,Yes,No,4.6/5,207,9876543213,JP Nagar,Delivery,"Pasta, Pizza","Chinese, North Indian",1500,[],[],Dining,BTM
http://zomato.com/214,Address 214,Restaurant 214,Yes,No,4.0/5,2633,9876543214,HSR,Quick Service Restaurant,"Pasta, Pizza","Chinese, Beverages, Continental",600,[],[],Other,JP Nagar
http://zomato.com/215,Address 215,Restaurant 215,Yes,Yes,3.0/5,4117,9876543215,Jayanagar,Quick Service Restaurant,"Pasta, Pizza",North Indian,800,[],[],Dining,Marathahalli
http://zomato.com/216,Address 216,Restaurant 216,No,No,3.2/5,153,9876543216,Whitefield,Dessert Parlor,"Pasta, Pizza","Mughlai, North Indian",1500,[],[],Other,Koramangala 5th Block
http://zomato.com/217,Address 217,Restaurant 217,Yes,No,NEW,3366,9876543217,Koramangala 5th Block,Buffet,"Pasta, Pizza",Beverages,400,[],[],Dining,Koramangala 5th Block
http://zomato.com/218,Address 218,Restaurant 218,No,Yes,4.8/5,4314,9876543218,BTM,Buffet,"Pasta, Pizza","Chinese, Fast Food, North Indian",1000,[],[],Dining,BTM
http://zomato.com/219,Address 219,Restaurant 219,Yes,Yes,NEW,4764,9876543219,HSR,Dessert Parlor,"Pasta, Pizza","Beverages, North Indian",2000,[],[],Cafes,Whitefield
http://zomato.com/220,Address 220,Restaurant 220,Yes,Yes,3.6/5,1518,9876543220,BTM,Casual Dining,"Pasta, Pizza",Chinese,3000,[],[],Dining,BTM
http://zomato.com/221,Address 221,Restaurant 221,Yes,No,3.3/5,2600,9876543221,Whitefield,Buffet,"Pasta, Pizza",Continental,200,[],[],Dining,Marathahalli
http://zomato.com/222,Address 222,Restaurant 222,No,Yes,2.6/5,2195,9876543222,Whitefield,Quick Service Restaurant,"Pasta, Pizza","Desserts, North Indian",1000,[],[],Cafes,BTM
http://zomato.com/223,Address 223,Restaurant 223,No,Yes,5.0/5,4498,9876543223,Marathahalli,Quick Service Restaurant,"Pasta, Pizza","South Indian, Continental, Beverages",800,[],[],Cafes,Koramangala 5th Block
http://zomato.com/224,Address 224,Restaurant 224,No,Yes,2.5/5,4691,9876543224,JP Nagar,Buffet,"Pasta, Pizza","Mexican, Continental",600,[],[],Other,BTM
http://zomato.com/225,Address 225,Restaurant 225,No,No,4.1/5,3554,9876543225,Jayanagar,Quick Service Restaurant,"Pasta, Pizza","Mughlai, Italian",800,[],[],Other,Whitefield
http://zomato.com/226,Address 226,Restaurant 226,Yes,Yes,3.6/5,2414,9876543226,Marathahalli,Dessert Parlor,"Pasta, Pizza","Mughlai, Desserts, North Indian",1000,[],[],Dining,Koramangala 5th Block
http://zomato.com/227,Address 227,Restaurant 227,No,No,3.7/5,2849,9876543227,Indiranagar,Bakery,"Pasta, Pizza","Fast Food, Mexican, South Indian",1000,[],[],Other,Whitefield
http://zomato.com/228,Address 228,Restaurant 228,Yes,No,2.8/5,1742,9876543228,HSR,Bakery,"Pasta, Pizza",South Indian,1500,[],[],Other,BTM
http://zomato.com/229,Address 229,Restaurant 229,Yes,Yes,NEW,1306,9876543229,HSR,Delivery,"Pasta, Pizza","North Indian, South Indian, Beverages",800,[],[],Dining,Koramangala 5th Block
http://zomato.com/230,Address 230,Restaurant 230,No,Yes,4.3/5,3849,9876543230,Jayanagar,Bakery,"Pasta, Pizza","Beverages, North Indian",800,[],[],Cafes,Jayanagar
http://zomato.com/231,Address 231,Restaurant 231,No,No,4.2/5,4168,9876543231,Whitefield,Cafe,"Pasta, Pizza","Chinese, North Indian",800,[],[],Cafes,HSR
http://zomato.com/232,Address 232,Restaurant 232,No,Yes,2.7/5,4576,9876543232,BTM,Dessert Parlor,"Pasta, Pizza",Continental,200,[],[],Dining,Whitefield
http://zomato.com/233,Address 233,Restaurant 233,No,Yes,3.6/5,4655,9876543233,HSR,Quick Service Restaurant,"Pasta, Pizza",Chinese,2000,[],[],Dining,HSR
http://zomato.com/234,Address 234,Restaurant 234,No,No,2.9/5,4840,9876543234,Jayanagar,Buffet,"Pasta, Pizza","North Indian, Chinese, Italian",1000,[],[],Dining,Jayanagar
http://zomato.com/235,Address 235,Restaurant 235,No,No,4.6/5,4195,9876543235,HSR,Bakery,"Pasta, Pizza",Mexican,400,[],[],Dining,Jayanagar
http://zomato.com/236,Address 236,Restaurant 236,No,Yes,4.2/5,2555,9876543236,HSR,Dessert Parlor,"Pasta, Pizza","North Indian, Desserts",200,[],[],Dining,Jayanagar
http://zomato.com/237,Address 237,Restaurant 237,No,No,4.0/5,2305,9876543237,JP Nagar,Bakery,"Pasta, Pizza",Italian,200,[],[],Dining,Jayanagar
http://zomato.com/238,Address 238,Restaurant 238,Yes,Yes,3.9/5,4508,9876543238,Indiranagar,Casual Dining,"Pasta, Pizza","Continental, Chinese",200,[],[],Other,Indiranagar
http://zomato.com/239,Address 239,Restaurant 239,No,Yes,NEW,1088,9876543239,JP Nagar,Quick Service Restaurant,"Pasta, Pizza",Italian,1500,[],[],Other,HSR
http://zomato.com/240,Address 240,Restaurant 240,No,Yes,4.2/5,2642,9876543240,Indiranagar,Casual Dining,"Pasta, Pizza","Beverages, Desserts",3000,[],[],Other,BTM
http://zomato.com/241,Address 241,Restaurant 241,Yes,No,3.0/5,1177,9876543241,HSR,Quick Service Restaurant,"Pasta, Pizza","Mughlai, Desserts",2000,[],[],Cafes,Marathahalli
http://zomato.com/242,Address 242,Restaurant 242,No,Yes,3.5/5,4916,9876543242,Marathahalli,Dessert Parlor,"Pasta, Pizza","North Indian, Beverages",2000,[],[],Dining,BTM
http://zomato.com/243,Address 243,Restaurant 243,Yes,Yes,2.8/5,4757,9876543243,BTM,Delivery,"Pasta, Pizza","South Indian, Chinese, Fast Food",400,[],[],Dining,BTM
http://zomato.com/244,Address 244,Restaurant 244,Yes,Yes,5.0/5,2994,9876543244,Whitefield,Bakery,"Pasta, Pizza",Mexican,3000,[],[],Other,HSR
http://zomato.com/245,Address 245,Restaurant 245,No,No,NEW,559,9876543245,HSR,Bakery,"Pasta, Pizza",Continental,800,[],[],Cafes,BTM
http://zomato.com/246,Address 246,Restaurant 246,Yes,No,3.5/5,2964,9876543246,Indiranagar,Cafe,"Pasta, Pizza",Continental,1500,[],[],Other,JP Nagar
http://zomato.com/247,Address 247,Restaurant 247,Yes,No,4.5/5,1271,9876543247,Indiranagar,Buffet,"Pasta, Pizza","Continental, South Indian",1000,[],[],Dining,Indiranagar
http://zomato.com/248,Address 248,Restaurant 248,Yes,No,4.3/5,1813,9876543248,Indiranagar,Casual Dining,"Pasta, Pizza","North Indian, Chinese, Fast Food",3000,[],[],Dining,BTM
http://zomato.com/249,Address 249,Restaurant 249,Yes,No,3.5/5,2915,9876543249,HSR,Bakery,"Pasta, Pizza",Beverages,600,[],[],Other,Koramangala 5th Block
http://zomato.com/250,Address 250,Restaurant 250,No,Yes,4.2/5,609,9876543250,Jayanagar,Dessert Parlor,"Pasta, Pizza","Italian, Mughlai, South Indian",1500,[],[],Other,BTM
http://zomato.com/251,Address 251,Restaurant 251,Yes,No,4.4/5,2461,9876543251,Marathahalli,Delivery,"Pasta, Pizza",Italian,600,[],[],Dining,Koramangala 5th Block
http://zomato.com/252,Address 252,Restaurant 252,No,No,3.6/5,4120,9876543252,Jayanagar,Buffet,"Pasta, Pizza","Italian, Mexican, South Indian",1000,[],[],Other,Marathahalli
http://zomato.com/253,Address 253,Restaurant 253,Yes,No,2.8/5,283,9876543253,Whitefield,Dessert Parlor,"Pasta, Pizza","Mughlai, North Indian",400,[],[],Dining,JP Nagar
http://zomato.com/254,Address 254,Restaurant 254,Yes,Yes,2.5/5,2928,9876543254,HSR,Casual Dining,"Pasta, Pizza",Mughlai,2000,[],[],Other,JP Nagar
http://zomato.com/255,Address 255,Restaurant 255,Yes,No,3.4/5,4396,9876543255,Indiranagar,Cafe,"Pasta, Pizza",Continental,600,[],[],Cafes,JP Nagar
http://zomato.com/256,Address 256,Restaurant 256,Yes,No,4.2/5,1091,9876543256,Marathahalli,Bakery,"Pasta, Pizza",Desserts,200,[],[],Dining,Jayanagar
http://zomato.com/257,Address 257,Restaurant 257,No,Yes,3.6/5,816,9876543257,Marathahalli,Dessert Parlor,"Pasta, Pizza",Italian,1500,[],[],Cafes,Indiranagar
http://zomato.com/258,Address 258,Restaurant 258,No,No,3.4/5,82,9876543258,Koramangala 5th Block,Buffet,"Pasta, Pizza","Italian, South Indian",3000,[],[],Other,BTM
http://zomato.com/259,Address 259,Restaurant 259,Yes,Yes,2.7/5,1920,9876543259,Whitefield,Quick Service Restaurant,"Pasta, Pizza","Fast Food, Desserts",3000,[],[],Cafes,Koramangala 5th Block
http://zomato.com/260,Address 260,Restaurant 260,Yes,Yes,4.2/5,3491,9876543260,BTM,Delivery,"Pasta, Pizza",Fast Food,600,[],[],Other,Indiranagar
http://zomato.com/261,Address 261,Restaurant 261,No,Yes,3.7/5,3144,9876543261,BTM,Buffet,"Pasta, Pizza",Desserts,1000,[],[],Cafes,Indiranagar
http://zomato.com/262,Address 262,Restaurant 262,Yes,Yes,4.7/5,2093,9876543262,Marathahalli,Dessert Parlor,"Pasta, Pizza","Beverages, North Indian",2000,[],[],Cafes,Indiranagar
http://zomato.com/263,Address 263,Restaurant 263,Yes,Yes,3.7/5,4713,9876543263,HSR,Delivery,"Pasta, Pizza","Beverages, Desserts",200,[],[],Cafes,JP Nagar
http://zomato.com/264,Address 264,Restaurant 264,Yes,No,NEW,175,9876543264,Indiranagar,Bakery,"Pasta, Pizza","Chinese, Mughlai",3000,[],[],Dining,Marathahalli
http://zomato.com/265,Address 265,Restaurant 265,No,Yes,3.5/5,2704,9876543265,Indiranagar,Quick Service Restaurant,"Pasta, Pizza","Italian, Continental",600,[],[],Cafes,Marathahalli
http://zomato.com/266,Address 266,Restaurant 266,No,Yes,4.0/5,4937,9876543266,Marathahalli,Cafe,"Pasta, Pizza","Continental, Beverages",2000,[],[],Other,JP Nagar
http://zomato.com/267,Address 267,Restaurant 267,No,No,4.0/5,369,9876543267,Jayanagar,Buffet,"Pasta, Pizza",Beverages,1000,[],[],Other,Koramangala 5th Block
http://zomato.com/268,Address 268,Restaurant 268,Yes,Yes,4.5/5,1818,9876543268,Whitefield,Cafe,"Pasta, Pizza","Beverages, North Indian",400,[],[],Dining,Koramangala 5th Block
http://zomato.com/269,Address 269,Restaurant 269,Yes,No,4.9/5,2101,9876543269,Indiranagar,Quick Service Restaurant,"Pasta, Pizza",Chinese,1000,[],[],Dining,Koramangala 5th Block
http://zomato.com/270,Address 270,Restaurant 270,No,No,NEW,4785,9876543270,Marathahalli,Delivery,"Pasta, Pizza","Mughlai, Italian, South Indian",400,[],[],Other,BTM
http://zomato.com/271,Address 271,Restaurant 271,No,No,2.5/5,3490,9876543271,Indiranagar,Bakery,"Pasta, Pizza","Chinese, Italian, Mexican",3000,[],[],Cafes,Marathahalli
http://zomato.com/272,Address 272,Restaurant 272,No,Yes,4.7/5,1779,9876543272,BTM,Dessert Parlor,"Pasta, Pizza","Desserts, Fast Food, Italian",2000,[],[],Other,BTM
http://zomato.com/273,Address 273,Restaurant 273,No,Yes,4.8/5,1364,9876543273,Marathahalli,Quick Service Restaurant,"Pasta, Pizza",Continental,2000,[],[],Dining,Marathahalli
http://zomato.com/274,Address 274,Restaurant 274,Yes,Yes,NEW,4462,9876543274,Whitefield,Casual Dining,"Pasta, Pizza","Fast Food, Chinese",200,[],[],Dining,Indiranagar
http://zomato.com/275,Address 275,Restaurant 275,No,No,3.4/5,3342,9876543275,Marathahalli,Delivery,"Pasta, Pizza",Mughlai,1000,[],[],Other,JP Nagar
http://zomato.com/276,Address 276,Restaurant 276,Yes,Yes,3.7/5,4739,9876543276,Koramangala 5th Block,Cafe,"Pasta, Pizza","North Indian, Mughlai, Mexican",800,[],[],Cafes,Jayanagar
http://zomato.com/277,Address 277,Restaurant 277,No,Yes,3.2/5,3676,9876543277,Marathahalli,Buffet,"Pasta, Pizza",Chinese,3000,[],[],Cafes,Indiranagar
http://zomato.com/278,Address 278,Restaurant 278,Yes,Yes,4.5/5,2426,9876543278,Marathahalli,Quick Service Restaurant,"Pasta, Pizza",Mexican,1500,[],[],Dining,Whitefield
http://zomato.com/279,Address 279,Restaurant 279,No,No,3.3/5,72,9876543279,HSR,Cafe,"Pasta, Pizza",Fast Food,800,[],[],Other,BTM
http://zomato.com/280,Address 280,Restaurant 280,No,No,4.3/5,2962,9876543280,BTM,Delivery,"Pasta, Pizza",Desserts,3000,[],[],Other,Marathahalli
http://zomato.com/281,Address 281,Restaurant 281,No,Yes,3.5/5,859,9876543281,Whitefield,Cafe,"Pasta, Pizza","South Indian, Chinese",800,[],[],Dining,Indiranagar
http://zomato.com/282,Address 282,Restaurant 282,No,Yes,3.0/5,3856,9876543282,HSR,Quick Service Restaurant,"Pasta, Pizza",Italian,800,[],[],Other,JP Nagar
http://zomato.com/283,Address 283,Restaurant 283,Yes,Yes,3.0/5,4138,9876543283,Marathahalli,Delivery,"Pasta, Pizza","Mexican, Chinese",1500,[],[],Dining,Whitefield
http://zomato.com/284,Address 284,Restaurant 284,No,Yes,4.3/5,2424,9876543284,Whitefield,Casual Dining,"Pasta, Pizza","Desserts, Continental, Mughlai",800,[],[],Cafes,HSR
http://zomato.com/285,Address 285,Restaurant 285,Yes,No,3.9/5,1064,9876543285,Koramangala 5th Block,Quick Service Restaurant,"Pasta, Pizza","Continental, Mughlai",400,[],[],Cafes,BTM
http://zomato.com/286,Address 286,Restaurant 286,Yes,No,4.9/5,2217,9876543286,Whitefield,Dessert Parlor,"Pasta, Pizza","Chinese, Italian, South Indian",1000,[],[],Other,Indiranagar
http://zomato.com/287,Address 287,Restaurant 287,Yes,No,4.5/5,4017,9876543287,Indiranagar,Bakery,"Pasta, Pizza",Mexican,2000,[],[],Cafes,JP Nagar
http://zomato.com/288,Address 288,Restaurant 288,Yes,No,2.6/5,2259,9876543288,HSR,Quick Service Restaurant,"Pasta, Pizza",Mexican,200,[],[],Cafes,JP Nagar
http://zomato.com/289,Address 289,Restaurant 289,No,Yes,4.9/5,3751,9876543289,Whitefield,Delivery,"Pasta, Pizza","Mexican, Mughlai, North Indian",800,[],[],Dining,Marathahalli
http://zomato.com/290,Address 290,Restaurant 290,Yes,Yes,4.5/5,2086,9876543290,BTM,Buffet,"Pasta, Pizza","Continental, North Indian",2000,[],[],Dining,Jayanagar
http://zomato.com/291,Address 291,Restaurant 291,Yes,Yes,3.1/5,368,9876543291,Koramangala 5th Block,Bakery,"Pasta, Pizza","Mughlai, South Indian, Mexican",800,[],[],Other,Indiranagar
http://zomato.com/292,Address 292,Restaurant 292,Yes,No,4.0/5,2804,9876543292,JP Nagar,Quick Service Restaurant,"Pasta, Pizza","Chinese, North Indian",3000,[],[],Dining,JP Nagar
http://zomato.com/293,Address 293,Restaurant 293,No,Yes,4.6/5,150,9876543293,Marathahalli,Casual Dining,"Pasta, Pizza","Fast Food, Continental, Beverages",200,[],[],Other,BTM
http://zomato.com/294,Address 294,Restaurant 294,No,No,3.4/5,1134,9876543294,Whitefield,Buffet,"Pasta, Pizza","Italian, North Indian",3000,[],[],Other,Koramangala 5th Block
http://zomato.com/295,Address 295,Restaurant 295,No,No,4.5/5,2784,9876543295,Marathahalli,Casual Dining,"Pasta, Pizza","Mughlai, Desserts",200,[],[],Dining,JP Nagar
